emploi,entreprise,localisation,date_publication,temps_travail,salaire_annuel,categorie_salaire
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:08.455939,0,26000.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:42:08.457981,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:42:08.459577,1,45000.0,1
Technicien Exploitation Maintenance H/F,SCP – Société du canal de Provence,Le Tholonet - 13,2025-12-14 00:42:08.462359,1,27500.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:42:08.464547,1,46500.0,1
Boulanger H/F,Boulangerie  Ange,Jaux - 60,2025-12-14 00:42:12.902809,1,22800.0,0
Assistant Ménager Ossé H/F,Maison et Services,Châteaugiron - 35,2025-12-14 00:42:12.903503,0,11.0,0
Directeur Hypermarché H/F,Auchan Retail France,Lyon - 69,2025-12-14 00:42:12.903845,1,80600.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:12.904194,0,26000.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:42:12.906224,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:42:12.907211,1,45000.0,1
Technicien Exploitation Maintenance H/F,SCP – Société du canal de Provence,Le Tholonet - 13,2025-12-14 00:42:12.909754,1,27500.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:42:12.911752,1,46500.0,1
Boulanger H/F,Boulangerie  Ange,Jaux - 60,2025-12-14 00:42:17.957993,1,22800.0,0
Assistant Ménager Ossé H/F,Maison et Services,Châteaugiron - 35,2025-12-14 00:42:17.958715,0,11.0,0
Directeur Hypermarché H/F,Auchan Retail France,Lyon - 69,2025-12-14 00:42:17.959064,1,80600.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:17.959398,0,26000.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:42:17.961463,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:42:17.962456,1,45000.0,1
Technicien Exploitation Maintenance H/F,SCP – Société du canal de Provence,Le Tholonet - 13,2025-12-14 00:42:17.964779,1,27500.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:42:17.966812,1,46500.0,1
Boulanger H/F,Boulangerie  Ange,Jaux - 60,2025-12-14 00:42:22.091067,1,22800.0,0
Assistant Ménager Ossé H/F,Maison et Services,Châteaugiron - 35,2025-12-14 00:42:22.091773,0,11.0,0
Directeur Hypermarché H/F,Auchan Retail France,Lyon - 69,2025-12-14 00:42:22.092136,1,80600.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:22.092477,0,26000.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:42:22.094788,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:42:22.095815,1,45000.0,1
Technicien Exploitation Maintenance H/F,SCP – Société du canal de Provence,Le Tholonet - 13,2025-12-14 00:42:22.098170,1,27500.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:42:22.100205,1,46500.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:25.754495,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:42:25.755239,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:42:25.757008,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:42:25.758019,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:42:25.760392,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:42:25.760756,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:42:25.762136,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:42:25.762477,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:42:25.763202,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:42:25.763933,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:42:25.765329,1,23292.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:42:29.421545,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:42:29.422576,1,45000.0,1
Chef Gérant - Manager de Site Cuisinant H/F,Elior Restauration,Publier - 74,2025-12-14 00:42:29.423283,1,33600.0,1
Gestionnaire Production IARD H/F,DIOT-SIACI,Paris - 75,2025-12-14 00:42:29.424375,1,34000.0,1
Technicien Itinérant Matériel d'Hygiène Professionnelle H/F,PLG,Nîmes - 30,2025-12-14 00:42:29.425078,1,28200.0,0
Auxiliaire de Vie H/F,ADHAP,Vannes - 56,2025-12-14 00:42:29.425444,1,11.0,0
Second de Cuisine H/F,Vitalrest,La Bastide-Clairence - 64,2025-12-14 00:42:29.425802,1,2216.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:42:29.426825,1,46500.0,1
Mécanicien de Maintenance Automobile H/F,Point S Réseau,Les Pieux - 50,2025-12-14 00:42:29.428600,1,31800.0,1
Boulanger H/F,Boulangerie  Ange,Jaux - 60,2025-12-14 00:42:34.772327,1,22800.0,0
Assistant Ménager Ossé H/F,Maison et Services,Châteaugiron - 35,2025-12-14 00:42:34.773017,0,11.0,0
Directeur Hypermarché H/F,Auchan Retail France,Lyon - 69,2025-12-14 00:42:34.773349,1,80600.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:34.773704,0,26000.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:42:34.775732,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:42:34.776724,1,45000.0,1
Technicien Exploitation Maintenance H/F,SCP – Société du canal de Provence,Le Tholonet - 13,2025-12-14 00:42:34.779045,1,27500.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:42:34.781027,1,46500.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:39.922574,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:42:39.923281,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:42:39.925011,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:42:39.926024,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:42:39.927712,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:42:39.928060,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:42:39.929445,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:42:39.929796,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:42:39.930527,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:42:39.931255,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:42:39.932657,1,23292.0,0
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:44.089159,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:42:44.089855,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:42:44.091604,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:42:44.092950,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:42:44.094686,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:42:44.095032,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:42:44.096420,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:42:44.096766,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:42:44.097461,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:42:44.098203,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:42:44.099574,1,23292.0,0
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:49.091000,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:42:49.091710,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:42:49.093442,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:42:49.094479,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:42:49.096155,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:42:49.096515,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:42:49.097874,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:42:49.098221,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:42:49.098939,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:42:49.099648,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:42:49.101211,1,23292.0,0
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:53.642622,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:42:53.643326,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:42:53.644988,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:42:53.646039,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:42:53.647682,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:42:53.648021,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:42:53.649376,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:42:53.649717,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:42:53.650412,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:42:53.651121,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:42:53.652465,1,23292.0,0
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:42:58.245763,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:42:58.246455,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:42:58.248368,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:42:58.249379,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:42:58.251034,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:42:58.251377,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:42:58.252733,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:42:58.253084,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:42:58.253779,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:42:58.254489,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:42:58.255832,1,23292.0,0
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:43:01.713323,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:43:01.714020,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:43:01.715807,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:43:01.717196,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:43:01.719127,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:43:01.719467,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:43:01.720865,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:43:01.721210,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:43:01.721904,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:43:01.722710,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:43:01.724130,1,23292.0,0
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:43:05.915689,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:43:05.916427,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:43:05.918428,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:43:05.919467,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:43:05.921190,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:43:05.921529,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:43:05.922885,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:43:05.923247,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:43:05.923962,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:43:05.924699,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:43:05.926080,1,23292.0,0
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:43:10.906664,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:43:10.907350,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:43:10.909045,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:43:10.910053,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:43:10.911701,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:43:10.912040,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:43:10.913398,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:43:10.913760,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:43:10.914455,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:43:10.915157,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:43:10.916547,1,23292.0,0
Boulanger H/F,Boulangerie  Ange,Jaux - 60,2025-12-14 00:43:15.218481,1,22800.0,0
Assistant Ménager Ossé H/F,Maison et Services,Châteaugiron - 35,2025-12-14 00:43:15.219224,0,11.0,0
Directeur Hypermarché H/F,Auchan Retail France,Lyon - 69,2025-12-14 00:43:15.219559,1,80600.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:43:15.219971,0,26000.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:43:15.222107,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:43:15.223123,1,45000.0,1
Technicien Exploitation Maintenance H/F,SCP – Société du canal de Provence,Le Tholonet - 13,2025-12-14 00:43:15.225469,1,27500.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:43:15.227457,1,46500.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:43:19.058235,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:43:19.058969,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:43:19.060917,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:43:19.062541,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:43:19.064463,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:43:19.064803,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:43:19.066182,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:43:19.066522,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:43:19.067226,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:43:19.067950,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:43:19.069364,1,23292.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:43:22.942069,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:43:22.943104,1,45000.0,1
Chef Gérant - Manager de Site Cuisinant H/F,Elior Restauration,Publier - 74,2025-12-14 00:43:22.943795,1,33600.0,1
Gestionnaire Production IARD H/F,DIOT-SIACI,Paris - 75,2025-12-14 00:43:22.944819,1,34000.0,1
Technicien Itinérant Matériel d'Hygiène Professionnelle H/F,PLG,Nîmes - 30,2025-12-14 00:43:22.945573,1,28200.0,0
Auxiliaire de Vie H/F,ADHAP,Vannes - 56,2025-12-14 00:43:22.945941,1,11.0,0
Second de Cuisine H/F,Vitalrest,La Bastide-Clairence - 64,2025-12-14 00:43:22.946298,1,2216.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:43:22.947324,1,46500.0,1
Mécanicien de Maintenance Automobile H/F,Point S Réseau,Les Pieux - 50,2025-12-14 00:43:22.949094,1,31800.0,1
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:43:27.918097,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:43:27.919178,1,45000.0,1
Chef Gérant - Manager de Site Cuisinant H/F,Elior Restauration,Publier - 74,2025-12-14 00:43:27.919874,1,33600.0,1
Gestionnaire Production IARD H/F,DIOT-SIACI,Paris - 75,2025-12-14 00:43:27.920899,1,34000.0,1
Technicien Itinérant Matériel d'Hygiène Professionnelle H/F,PLG,Nîmes - 30,2025-12-14 00:43:27.921612,1,28200.0,0
Auxiliaire de Vie H/F,ADHAP,Vannes - 56,2025-12-14 00:43:27.921979,1,11.0,0
Second de Cuisine H/F,Vitalrest,La Bastide-Clairence - 64,2025-12-14 00:43:27.922365,1,2216.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:43:27.923411,1,46500.0,1
Mécanicien de Maintenance Automobile H/F,Point S Réseau,Les Pieux - 50,2025-12-14 00:43:27.925190,1,31800.0,1
Boulanger H/F,Boulangerie  Ange,Jaux - 60,2025-12-14 00:43:31.503326,1,22800.0,0
Assistant Ménager Ossé H/F,Maison et Services,Châteaugiron - 35,2025-12-14 00:43:31.504032,0,11.0,0
Directeur Hypermarché H/F,Auchan Retail France,Lyon - 69,2025-12-14 00:43:31.504368,1,80600.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:43:31.504709,0,26000.0,0
Responsable Animations Pièces & Services H/F,Emil Frey France,Grenoble - 38,2025-12-14 00:43:31.506707,1,47500.0,1
Responsable Back-Office & Supply H/F,Dresco,Paris - 75,2025-12-14 00:43:31.507701,1,45000.0,1
Technicien Exploitation Maintenance H/F,SCP – Société du canal de Provence,Le Tholonet - 13,2025-12-14 00:43:31.510041,1,27500.0,0
Chef de Mission Expertise Comptable H/F,PKF Arsilon,Saint-Quentin - 02,2025-12-14 00:43:31.512068,1,46500.0,1
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:43:34.850144,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:43:34.850851,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:43:34.852545,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:43:34.853554,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:43:34.855219,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:43:34.855593,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:43:34.856951,1,31500.0,1
Second de Cuisine H/F,Vitalrest,Paris 18e - 75,2025-12-14 00:43:34.857296,1,28224.0,0
Auxiliaire de Vie H/F,ADHAP,Clermont-Ferrand - 63,2025-12-14 00:43:34.857992,0,12.0,0
Commercial Terrain Btob - Bâtiment H/F,Dorthz,Loire-Atlantique - 44,2025-12-14 00:43:34.858713,1,37500.0,1
Conducteur de Ligne H/F,JH Industries,Rocheservière - 85,2025-12-14 00:43:34.860080,1,23292.0,0
Verkäufer - In M - W - D - In Voll - Teilzeit H/F,Jacadi,Allemagne,2025-12-14 00:43:39.581754,0,26000.0,0
Chauffeur Opérateur la Ciotat H/F,SARP,La Ciotat - 13,2025-12-14 00:43:39.582447,1,26000.0,0
Jardinier Paysagiste H/F,Adonis Paysages,Vallauris - 06,2025-12-14 00:43:39.584305,1,33000.0,1
Technicien Usine d'Eau Potable et Assainissement H/F,Veolia Eau,Sainte-Menehould - 51,2025-12-14 00:43:39.585325,1,29300.0,1
Employé Qualifié Logistique Magasin H/F,Auchan Retail France,Caluire-et-Cuire - 69,2025-12-14 00:43:39.587221,1,24947.0,0
Opérateur Réseaux H/F,Veolia Eau,Aime-la-Plagne - 73,2025-12-14 00:43:39.587580,1,34000.0,1
Collaborateur Comptable Confirmé H/F,CERFRANCE Mayenne/Sarthe,Le Grand-Lucé - 72,2025-12-14 00:43:39.588921,1,31500.0,1
